SMILES,IC50
Nc1ccc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)cc1,14660.0
O=C(c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])N1CCN(Cc2ccc(F)cc2)CC1,960.0
O=C(c1ccc(Cl)cc1Cl)N1CCN(Cc2ccc(F)cc2)CC1,790.0
O=C(c1ccc(C(F)(F)F)cc1)N1CCN(Cc2ccc(F)cc2)CC1,3380.0
CC(C)/C=N\NC(N)=S,620.0
NC(=S)NN=C1CCCCC1,950.0
CCCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,272.0
CCCCOc1ccc(C/C(C)=N/NC(=S)NN)cc1,224100.0
C/C(CCc1ccc(O)cc1)=N\NC(=S)NN,125600.0
Cc1ccc(NC(=S)Nc2nnc(SCC(=O)O)s2)cc1,54400.0
CN1[C@@H]2CC[C@H]1C/C(=N/Nc1nc(-c3ccc(F)cc3)cs1)C2,123100.0
O=C(c1ccc(Cl)cc1)N1CCN(Cc2ccc(F)cc2)CC1,3510.0
COCCOc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,28430.0
O=c1cc(Cn2cc(COc3ccc(CO)cc3)nn2)occ1O,60.0
COc1cc(OCc2cn(Cc3cc(=O)c(O)co3)nn2)cc(OC)c1OC,60.0
CCOC(OCC)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)cc1,5840.0
CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O,153000.0
COc1cc(Cc2cc(C=O)c(O)c(OC)c2)cc(C=O)c1O,695000.0
CCCCCCCCOC(=O)c1ccc(O)c(O)c1,129000.0
CCCCCCOC(=O)c1ccc(O)c(O)c1,910000.0
CC(C)=CCc1c(CCCc2ccc(O)cc2O)cc(O)c(O)c1CC=C(C)C,960.0
CCCCOc1cccc2c1C(=O)c1c(OCCCC)cc(CO)cc1C2=O,32810.0
COc1cc(O)c(C(=O)NCc2ccc(O)cc2O)cc1C12CC3CC(CC(C3)C1)C2,800.0
CC(C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)O,220000.0
CC1(C)Oc2cc3oc(-c4cc(O)cc(O)c4)cc3cc2CC1O,2900.0
O=C(NO)Nc1ccccc1,290.0
C/C(=N\NC(N)=S)c1cccc(N)c1,6110.0
CC(C)(C)OC(=O)CCc1ccc(O)cc1O,14870.0
CCOC(=O)/C=C/c1cc(=O)c(O)co1,36300.0
CC(=O)c1cccs1,150000.0
CN(C)c1ccc(/N=N/c2ccc(C3=N/C(=C/c4ccc(F)cc4)C(=O)O3)cc2)cc1,2010.0
O=C(NCc1ccc(O)cc1)c1ccc(O)cc1O,1820000.0
Cc1ccc(CN2CCC(N3CCCCC3)CC2)cc1,1720.0
C/C(=N\NC(N)=S)c1cccc(NC(=O)C(C)(C)C)c1,4410.0
COc1ccc(C(=O)Nc2ccc(/C(C)=N/NC(N)=S)cc2)cc1,1142.0
O=C(O)CSc1nnc(NC(=S)Nc2cccc(Cl)c2)s1,59700.0
C/C(=N\NC(N)=S)c1ccc(CC(C)C)cc1,610.0
CCC/C(=N\NC(N)=S)c1ccc(C2CCCCC2)cc1,56670.0
COC(=O)Cc1ccc(/C(C)=N/NC(N)=S)cc1,325.0
CCCCOC(=O)Cc1ccc(/C(C)=N/NC(N)=S)cc1,441.0
C/C(=N\NC(N)=S)c1ccc(-c2ccc(OC(=O)C(C)C)cc2)cc1,1992.0
C/C(=N/NC(N)=S)c1ccccc1,340.0
C/C(=N/NC(N)=S)c1ccc(/C(C)=N\NC(N)=S)cc1,150.0
C/C(=N/NC(N)=S)c1cccs1,140.0
CC1(C)O[C@@H]2[C@H](O)[C@@H](CO)O[C@@H](Oc3ccc(C=O)cc3)[C@@H]2O1,620000.0
C/C(=N\NC(N)=S)c1ccc(NC(=O)C(Cl)(Cl)Cl)cc1,406.0
CCCCCCCCCCCCCCC(=O)OCC(O)CO,9450.0
CN(C)c1ccc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2ccc(Cl)cc2)c2ccccc12,4720.0
CC(C)=CCC/C(C)=C/Cc1c(O)ccc(-c2coc3cc(O)cc(O)c3c2=O)c1O,92000.0
O=c1cc(Cn2cc(COc3ccc(Br)cc3)nn2)occ1O,60.0
COc1ccc(NC(=O)NO)cc1,32000.0
Oc1ccc(CCc2ccc(O)cc2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(O)c1,1600.0
O=c1cc(CSc2nnc(-c3cccc(Cl)c3)n2NCc2ccccc2O)occ1O,2500.0
Cc1ccc(-c2nnc(SCc3cc(=O)c(O)co3)n2NCc2ccccc2O)cc1,3800.0
O=C(/C=C/c1cc(=O)c(O)co1)OCCOCCO,26500.0
Oc1ccc(/N=N/c2cc(O)cc(O)c2)cc1,36280.0
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](COC(=O)c3ccc(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]1OC2=O,17500.0
CC(C)c1ccccc(=O)c1O,9530.0
Cc1ccc(O)cc1O,3300.0
CCCC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,644.0
CC(=S)Nc1ccccc1,4100.0
COc1cccc2c1C(=O)c1c(OC)cc(/C=N/NC(N)=S)cc1C2=O,28050.0
O=C1/C(=C\c2ccc(O)c(O)c2)Cc2ccccc21,8200.0
CC(C)c1ccc(C=O)c(O)c1,2300.0
CC(=O)OC[C@H]1O[C@@H](Oc2ccc(C=C3C(=O)NC(=S)NC3=O)cc2)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,340000.0
CC(=O)OC[C@H]1O[C@@H](Oc2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1270000.0
O=C1NC(=S)S/C1=C\c1ccc(OCCO)cc1,560000.0
C/C(=N\NC(N)=S)c1ccc(NC(=O)c2ccc(F)cc2)cc1,610.0
C/C(=N\NC(N)=S)c1ccc(NC(=O)C(C)C)cc1,814.0
COc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1OC,321800.0
O=C(/C=C/c1ccccc1)NCCc1c[nH]c2ccc(O)cc12,40400.0
O=C(/C=C/c1ccc(O)cc1)NCCc1c[nH]c2ccc(O)cc12,8800.0
COc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1O,5400.0
Cc1nnc(SCc2cc(=O)c(O)co2)n1NCc1cccc(O)c1,12500.0
CCC(C)C(NC(=O)COc1ccc(C=O)cc1)C(=O)OC,460000.0
COC(=O)C(Cc1ccccc1)NC(=O)COc1ccc(C=O)cc1,480000.0
COc1cc(-c2cccc(O)c2)cc(OC)c1O,90000.0
COc1ccc2c(c1C/C=C(\C)CO)O[C@H](c1ccc(O)cc1O)CC2,1430.0
CC(C)=CCc1c(O)ccc2c1O[C@H](c1ccc(O)cc1O)CC2,150.0
CCCCCCSCc1cc(=O)c(O)co1,190.0
CC1=CC(=O)CC(C)(C)[C@H]1/C=C/[C@@H](C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,160000.0
O=C(OCc1ccc(O)cc1)c1ccc(O)cc1O,4690.0
O=C(OCc1ccccc1O)c1cc(O)cc(O)c1,19890.0
CCC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,372.0
C/C(=N\NC(N)=S)c1ccc(NC(=O)C(F)(F)F)cc1,1336.0
O=C(O)CSc1nnc(NC(=S)Nc2ccc(F)c(Cl)c2)s1,33900.0
NC(=S)N/N=C/c1cccc2ccccc12,12000.0
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3ccccc3/C=C/CO)[C@H](O[C@@H]3[C@@H](OCc4ccccc4)O[C@@H](CO[C@@H]4OC[C@](O)(CO)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,940000.0
COC(=O)CCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,630000.0
COc1cc([C@H]2Oc3c(O)cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3[C@@H]2CO)ccc1O,4500.0
COc1ccc(NC2=NC(=O)/C(=C/c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)S2)c(OC)c1,104320.0
O=C(OCc1cccc(O)c1)c1cc(O)c(O)c(O)c1,11470.0
O=C(N1CCC(N2CCCCC2)CC1)C(F)(F)F,18080.0
C[C@]1(CO)C=Cc2cc(O)ccc2O1,208000.0
Oc1cc(O)cc(-c2ccc3cc(O)cc(O)c3c2)c1,490.0
Oc1ccc(O)cc1,9810.0
COc1cc(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)cc(OC)c1O,140000.0
COc1cc(-c2cc(F)cc(F)c2)cc(OC)c1O,80000.0
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,23300.0
O=C(OCc1cc(=O)c(O)co1)c1ccc2c(c1)OCCO2,1520.0
Nn1c(SCc2cc(=O)c(O)co2)nnc1-c1ccc(Cl)cc1,4500.0
O=c1cc(Cn2cc(COc3ccc(Cl)cc3)nn2)occ1O,60.0
O=c1cc(Cn2cc(COc3cccc(F)c3)nn2)occ1O,60.0
O=c1cc(Cn2cc(COc3cccc(Cl)c3)nn2)occ1O,60.0
O=c1cc(Cn2cc(COc3ccc(Cl)cc3Cl)nn2)occ1O,60.0
CCCCCCCCn1cc(O)c(=O)cc1/C=N/OCC,1600.0
O=C(OCc1cc(=O)c(O)c[nH]1)[C@H](Cc1ccccc1)NCc1ccccc1,8970.0
O=C1NC(=O)C(=Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)cc2)C(=O)N1,1630000.0
CC1=C2C3=C4[C@](C)([C@@H]5C[C@@H]5[C@@]4(O)C[C@@H]4[C@]35OC(=O)C3=C5C[C@H]5[C@](O)(COC(=O)/C(C)=C/COC(=O)CCC(=O)OC3)[C@H]3C[C@H]3[C@]45C)[C@@H](O)[C@]2(O)OC1=O,358000.0
COc1cc(-c2cccc(O)c2F)cc(OC)c1O,80000.0
COc1cc(-c2ccc(F)cc2F)cc(OC)c1O,60000.0
COc1cc(-c2ccc(C(=O)NCc3ccccc3)c(O)c2)cc(OC)c1O,30000.0
CCOC(=O)c1ccc(-c2cc(OC)c(O)c(OC)c2)cc1O,50000.0
CCCCCSCc1cc(=O)c(O)co1,97.0
O=C1NC(=S)NC(=O)C1=Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)cc1,1160000.0
CC(=O)OC[C@H]1O[C@@H](Oc2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,1500000.0
COc1cc(OC)c(C2CCN(C)C2CO)c(O)c1-c1cc(-c2ccccc2Cl)[nH]n1,29400.0
COc1ccc(/C=C2\SC(=O)NC2=O)cc1O,9870.0
CC/C=N\NC(N)=S,200.0
O=C(/C=C/c1cc(=O)c(O)co1)OCCOCCOCCO,79200.0
O=C(NO)Nc1ccc(Br)cc1,2700.0
COc1cc(-c2ccc(C(=O)NCc3ccccc3)cc2)cc(OC)c1O,120000.0
Nn1c(S)nnc1N/N=C\c1ccccc1O,1520.0
Clc1ccc(Cn2cc(COc3ccc(-c4nc5ccccc5[nH]4)cc3)nn2)cc1Cl,9420.0
CCOC(=O)CCc1ccc(O)cc1O,220.0
CC(C)OC(=O)CCc1ccc(O)cc1O,70.0
COc1cc(-c2ccc(C(=O)O)cc2)cc(OC)c1O,50000.0
COc1ccc(C(C)O)cc1-c1cc(OC)c(O)c(OC)c1,190000.0
COc1cc(-c2ccc(F)c(F)c2)cc(OC)c1O,70000.0
O=CN1CCc2cc3c(c4c2[C@H]1Cc1ccccc1-4)OCO3,74300.0
COP(=O)(OC)OCCOc1ccc(C=O)cc1,59000.0
O=C(OCc1ccc(O)cc1)c1cc(O)c(O)c(O)c1,25730.0
COc1cc([C@@H]2Oc3c(O)cc(-c4oc5cc(O)cc(O)c5c(=O)c4O)cc3[C@H]2CO)ccc1O,35900.0
COc1cc(C2NC(=S)NC(C)=C2C(C)=O)ccc1O,20120000.0
Oc1ccccc1C(O)/C=C/c1ccccn1,1700.0
O=C(c1ccc(O)cc1O)N1CCN(Cc2ccc(F)cc2)CC1,1490.0
O=C(c1ccccc1[N+](=O)[O-])N1CCN(Cc2ccc(F)cc2)CC1,870.0
COc1ccc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)c(OC)c1,1400.0
CCCCOCCOc1ccc(C=O)cc1,3260000.0
O=C1CC(c2ccc(O)cc2O)Oc2cccc(O)c21,1960.0
O=C(NCc1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,555000.0
O=C(CSc1nnc(-c2ccccc2)o1)Nc1ccc(Br)cc1,39.0
NC(=S)N/N=C/c1ccc(O)cc1Br,330.0
c1ccc(OCCCN2CCC(N3CCCCC3)CC2)cc1,19520.0
COC(=O)C(C)NC(=O)COc1ccc(C=O)cc1,160000.0
Cc1ccc(C(C)C)c(OC(=O)/C=C/c2ccc(O)cc2)c1,10600.0
O=C(/C=C/c1ccc(O)c(O)c1)NC(Cc1ccccc1)C(=O)NO,4900.0
O=C1/C(=C/c2ccc(O)cc2O)Cc2ccccc21,1390.0
O=c1cc[nH]c(=S)[nH]1,128000.0
COc1ccccc1/C=C/C=N/Nc1nnc(SCc2cc(=O)c(O)co2)n1C,20510.0
O=C1N=C(Nc2nc3ccccc3s2)S/C1=C\c1ccc(O)cc1O,1800.0
COc1ccc(/C(C)=N/NC(N)=S)cc1,110.0
C=CC(C)(C)c1cc(CCCc2cc(O)c3c(c2CC=C(C)C)CC(C(C)(C)O)O3)c(O)cc1O,103100.0
CC(=O)N(O)C(=O)Nc1ccccc1,170000.0
CC(=O)N1N=C(c2cc(O)cc(O)c2)CC1c1ccc(O)cc1,161000.0
CC(=O)N1N=C(c2ccc(O)cc2)CC1c1cccc(O)c1,147000.0
CC(=O)N1N=C(c2ccc(O)cc2O)CC1c1ccc(O)c(O)c1,2740.0
OC[C@H]1O[C@@H](OCCCCCCc2ccc(O)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,630.0
COCCOCCOc1ccc(C=O)cc1,900000.0
CONC(=S)Nc1ccc2ccccc2c1,26000.0
O=C(O)c1cccc(-c2ccccc2)c1,6970.0
CCCOC(=O)Cc1ccc(/C(C)=N/NC(N)=S)cc1,458.0
C/C(=N\NC(N)=S)c1ccc(-c2ccc(O)cc2)cc1,13904.0
O=C1NC(=S)NC(=O)C1=Cc1ccc(O)cc1,14490.0
CC1(C)OC[C@]2(C[C@]34C[C@@H]2CC[C@H]3[C@]2(C)CCCC(C)(C)[C@H]2C(=O)[C@H]4O)O1,323000.0
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@@]21C,1720.0
COCCCCOc1ccc(C=O)cc1,620000.0
CC1(C)CC(=O)C=C(CO)[C@H]1CO,2200000.0
COc1ccc(CC(=O)c2ccc(O)c(O)c2)cc1,177680.0
O=Cc1ccc(OCCO)cc1,2550000.0
C/C=N\NC(N)=S,230.0
O=c1cc(-c2ccc(O)cc2O)oc2cccc(O)c12,2720.0
CC(C)=CCc1cc(CCCc2ccc(O)cc2O)ccc1O,430.0
CCCCOCCOc1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,45450.0
CCCCOC(=O)CCC(=O)c1cc(C)c(OCC)cc1C(C)C,176500.0
CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C,199000.0
OC[C@H]1O[C@@H](OCCCCc2ccc(O)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,1360.0
O=c1cc(CSC2CCCCC2)occ1O,87.0
CCCCCCS(=O)(=O)Cc1cc(=O)c(O)co1,49150.0
C=CCOc1cccc2c1C(=O)c1c(OCC=C)cc(CO)cc1C2=O,90990.0
O=C(OCc1ccc(O)cc1)c1c(O)cc(O)cc1O,8000.0
CCN(CC)C(=O)/C=C/c1ccc(O)cc1O,11.2
COc1ccccc1-c1nnc(SCC(=O)Nc2ccc(F)cc2)o1,18.0
COc1cccc(-c2nnc(SCC(=O)Nc3ccc(I)cc3)o2)c1,88.0
COc1ccc([C@@H]2CC(=O)c3c(O)c4c(c(CC=C(C)C)c3O2)OC(C)(C)C=C4)c(O)c1,20400.0
COc1ccc(CCC(=O)c2ccc3c(c2O)CC(O)C(C)(C)O3)cc1,32600.0
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)OCc1cc(=O)c(O)co1)O2,5360.0
O=Cc1ccc(OCCOC(=O)CCC(=O)O)cc1,620000.0
O=Cc1ccc(OCCOP(=O)(O)O)cc1,820000.0
O=C(NCc1cc(O)c(O)c(O)c1)c1ccc(O)cc1O,550000.0
C=CCOc1cccc2c1C(=O)c1c(OCC=C)cc(C=O)cc1C2=O,92370.0
COCCOC(=O)/C=C/c1cc(=O)c(O)co1,98100.0
C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CS)C(=O)O,187000.0
O=C1ON=C(c2ccccc2)/C1=C/c1ccc(O)c(Br)c1,14620.0
COc1cc(-c2ccc(O)c(OCc3ccccc3)c2)cc(OC)c1OC,170000.0
Cc1nnc(SCc2cc(=O)c(O)co2)n1NCc1ccc(O)cc1O,5800.0
COCCOCCOCCOC(=O)/C=C/c1cc(=O)c(O)co1,67600.0
COCC(O)COc1ccc(C=O)cc1,750000.0
COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)COc1ccc(C=O)cc1,110000.0
CCCCCOc1ccc(/C=N/NC(N)=S)cc1,1090.0
N=C(S)N/N=C/c1ccc(Oc2ccc(F)cc2)cc1,1460.0
O=C(O)CCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,570000.0
CC(=O)Oc1c(/N=N/c2ccc(C3=N/C(=C/c4ccc(F)cc4)C(=O)O3)cc2)ccc2ccccc12,4330.0
S=c1oc(Cc2cccc3ccccc23)nn1CN1CCOCC1,1340.0
Oc1ccc(CCc2ccc(O)cc2O)c(O)c1,370.0
O=C(NO)Nc1ccc(O)cc1,41000.0
O=c1cc(Cn2cc(COc3ccc4c(c3)OCO4)nn2)occ1O,60.0
COc1ccc(C=O)cc1OCc1cn(Cc2cc(=O)c(O)co2)nn1,1950.0
O=Cc1ccc(OCc2cn(Cc3cc(=O)c(O)co3)nn2)cc1,1050.0
O=C(O)c1ccc(OCc2cn(Cc3cc(=O)c(O)co3)nn2)cc1,3130.0
O=C(NO)Nc1ccc(NC(=O)NO)cc1,27000.0
C/C(=N\NC(N)=S)c1cccc(NC(=O)Cc2ccccc2)c1,1790.0
O=C(/C=C/c1cc(=O)c(O)co1)OCCO,74900.0
C=CC(C)(C)c1cc(CCCc2cc(O)c(O)c(CC3OC3(C)C)c2CC=C(C)C)c(O)cc1O,26900.0
NC(=S)N/N=C/c1ccccc1F,32000.0
CN(C(=O)NO)c1ccccc1,16000.0
O=C(NO)Nc1ccc(C(F)(F)F)cc1,4300.0
O=C(NO)Nc1ccc(OCc2ccccc2)cc1,6300.0
CC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,508.0
O=C1NC(=O)C(=Cc2cc(O)c(O)c(O)c2)C(=O)N1,5510.0
COc1ccc(CC/C(C)=N/NC(=S)NN)cc1,208500.0
C/C(CCc1ccc(OCC(=O)O)cc1)=N\NC(N)=S,593.0
COc1cc(C2CC(c3ccc(O)cc3O)=NN2)ccc1O,2430.0
CCCCCCC(=O)Nc1cccc(/C(C)=N/NC(N)=S)c1,2202.0
C/C(=N\NC(N)=S)c1ccc(NC(=O)c2ccccc2)cc1,291.0
CCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,264.0
COc1cccc(-c2nnc(SCC(=O)Nc3ccc(Br)cc3)o2)c1,145.0
COc1c2c(cc3c1C[C@H](c1ccc(O)cc1O)CO3)OC(C)(C)C=C2,30.0
O=c1cc(CSc2nnc(-c3ccccc3)n2NCc2ccccc2O)occ1O,1500.0
O=C(/C=C/c1ccc(O)cc1)OCC(=O)Oc1ccc2ccc(=O)oc2c1,123800.0
CC(C)c1ccc(O)c(=O)cc1,70.0
COc1ccc(CCc2ccc(O)cc2O)cc1,31640.0
Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccc(Cl)cc4)c3)ccc21,17520.0
Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccc21,65160.0
Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(N)c3)ccc21,50500.0
Oc1ccc(CCc2ccc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)cc2O)c(O)c1,430.0
Cc1ccc(S(=O)(=O)Oc2ccccc2/N=N/c2ccc(O)cc2)cc1,200770.0
CC(=O)OC[C@H]1O[C@@H](Oc2cccc(C=C3C(=O)NC(=S)NC3=O)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,870000.0
Cn1ccn(C(=O)OC(C)(C)C)c1=S,1450000.0
COc1cc(-c2cccc(OCc3ccccc3)c2)cc(OC)c1OC,550000.0
Oc1ccc(CCc2ccc(O)cc2O)cc1,8440.0
O=C(NCc1ccccc1)c1cc(O)cc(O)c1,700000.0
O=C(NCc1ccccc1)c1cc(O)c(O)c(O)c1,780000.0
COc1cc([C@@H]2[C@H]3CO[C@@]4(O)C(=O)[C@@H]2C=C([C@H]2Oc5cc(O)cc(O)c5C(=O)[C@@H]2O)[C@@H]34)ccc1O,2600.0
COCCCCOc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,77800.0
COc1ccc(/C=C/C(=N\O)c2cc3ccccc3cc2O)cc1OC,42270.0
C[C@H](CCc1ccc(O)cc1O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,1720.0
CCCCCCCC/C(I)=C(/I)CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C(I)=C(/I)CCCCCCCC)OC(=O)CCCCCCC/C(I)=C(/I)CCCCCCCC,30000.0
C/C(CCc1ccc(OC(=O)c2ccccc2)cc1)=N\NC(N)=S,156.0
CCCCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,412.0
O=C1ON=C(c2ccccc2)/C1=C/c1ccc(O)cc1O,32080.0
CN(O)C(=O)Nc1ccc([N+](=O)[O-])cc1,770000.0
Oc1ccc(CCc2ccc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)cc2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(O)c1,730.0
CC1(C)C=Cc2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O1,12000.0
O=C(NCc1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1,280000.0
CCC(=O)OCc1csc(/C=N/NC(N)=S)c1,161.0
COc1ccccc1NC(=S)Nc1nnc(SCC(=O)O)s1,27100.0
CCCCC[S+]([O-])Cc1cc(=O)c(O)co1,79870.0
CCCCCC[S+]([O-])Cc1cc(=O)c(O)co1,73750.0
O=C1/C(=C/c2ccc(O)cc2)CC/C1=C\c1ccc(O)cc1O,1740.0
O=c1cc(CSc2nncn2NCc2ccccc2O)occ1O,5850.0
Cc1occc(=S)c1O,3800.0
CCCCCCCCOC(=O)CCc1ccc(O)cc1O,700.0
Clc1ccc(-c2csc(N/N=C/c3cc4ccccc4s3)n2)cc1,390100.0
O=C(/C=C/c1cccc(O)c1)NCCNC(=O)/C=C/c1cccc(O)c1,95300.0
CC(C)=CCC/C(C)=C/Cc1c(O)ccc(C2COc3cc(O)cc(O)c3C2=O)c1O,2900.0
COc1cc([C@@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@H]2CO)ccc1O,4900.0
S=c1oc(Cc2cccc3ccccc23)nn1CN1CCCCC1,970.0
COc1cc(-c2cccc(OC)c2F)cc(OC)c1O,60000.0
COCCOCCOc1ccc(/C=N/NC(N)=S)cc1,340.0
Fc1ccc(-c2csc(N/N=C/c3cc4ccccc4s3)n2)cc1,396100.0
Cc1ccc(-c2csc(N/N=C/c3cc4ccccc4s3)n2)cc1,466400.0
CC(C)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,35260.0
COCCOCCOc1ccc(CC2C(=O)NC(=S)NC2=O)cc1,132460.0
COc1cc([C@@H]2Oc3c(O)cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3[C@H]2CO)ccc1O,28800.0
COc1ccc(C(=O)N/N=C/c2cc(OC)c(OC)c(OC)c2)cc1OC,37410.0
COc1ccc(C(=O)N/N=C/c2ccc(O)cc2O)cc1OC,31530.0
CCC(C)(C)C(OC(=O)CCc1ccc(O)cc1O)C(C)(C)CC,150.0
CCOP(=O)(OCC)OCCOc1ccc(C=O)cc1,550000.0
Nc1ccc(C(=O)/C=C/c2ccc(O)cc2)cc1,8300.0
CCCCCCCCCCNc1ccc(O)cc1,5700.0
NC(=S)N/N=C/c1ccc(/C=C/c2ccccc2)cc1,3101.0
CCCCOC(=O)CCCc1ccc(/C(C)=N/NC(N)=S)cc1,5901.0
CCCOC(=O)COc1ccc(-c2ccc(/C(C)=N/NC(N)=S)cc2)cc1,485.0
NC(=S)N/N=C/c1ccc(Oc2ccccc2)cc1,980.0
COC(=O)C(CC(C)C)NC(=O)COc1ccc(C=O)cc1,1650000.0
CNC(=S)N/N=C(\C)c1ccc(O)cc1O,6000.0
COCc1csc(/C=N/NC(N)=S)c1,740.0
CCCC(=O)OCc1csc(/C=N/NC(N)=S)c1,105.0
COc1cccc(OC(=O)COC(=O)c2cccc(O)c2)c1,314500.0
COc1cccc(OC(=O)COC(=O)/C=C/c2ccccc2O)c1,172800.0
O=C(O)c1cccc(O)n1,159000.0
O=C(NCc1ccc(O)cc1O)c1cc(O)cc(O)c1,2200.0
O=C(c1ccc(O)cc1)N1CCN(Cc2ccc(F)cc2)CC1,27410.0
O=C(c1ccccc1O)N1CCN(Cc2ccc(F)cc2)CC1,7060.0
